time,coin,dir,px,sz,ntl,fee,closedPnl
10/09/2025 - 13:43:06,SOL,Open Short,223.62,2,447.24,0.201258,-0.201258
10/09/2025 - 13:43:20,HYPE,Close Short,54.8416733333,30,1645.250199999,0.740361,-0.1905610000000001
10/09/2025 - 14:06:50,XRP,Open Short,3.018,200,603.5999999999999,0.27162,-0.27162
10/09/2025 - 14:07:01,XRP,Open Short,3.019,100,301.90000000000003,0.135855,-0.135855
10/09/2025 - 14:44:48,XRP,Close Short,3.0105,300,903.15,0.406417,1.9434829999999998
10/09/2025 - 14:47:48,SOL,Open Short,225.88,1,225.88,0.101646,-0.101646
10/09/2025 - 14:48:47,HYPE,Open Short,55.375,10,553.75,0.249187,-0.249187
10/09/2025 - 14:50:40,HYPE,Open Short,55.422,10,554.22,0.249399,-0.249399
10/09/2025 - 14:50:50,HYPE,Open Short,55.4,10,554,0.2493,-0.2493
10/09/2025 - 22:03:17,HYPE,Close Short,55.003,30,1650.09,0.74254,11.13746
10/09/2025 - 23:11:17,HYPE,Open Short,55.519163,10,555.19163,0.249835,-0.249835
10/09/2025 - 23:16:55,HYPE,Open Short,55.583,10,555.8299999999999,0.250123,-0.250123
11/09/2025 - 10:36:36,SOL,Open Short,224.88,1,224.88,0.101195,-0.101195
11/09/2025 - 10:56:06,HYPE,Close Short,54.726,20,1094.52,0.492534,16.007466
11/09/2025 - 14:36:56,SOL,Open Short,227.54,1,227.54,0.102393,-0.102393
11/09/2025 - 17:19:13,SOL,Open Short,227.99,1,227.99,0.102595,-0.102595
11/09/2025 - 20:49:05,HYPE,Open Short,55.677,20,1113.54,0.501093,-0.501093
11/09/2025 - 23:02:05,HYPE,Open Short,55.853,10,558.53,0.251338,-0.251338
12/09/2025 - 06:11:22,SOL,Open Short,237.88,2,475.76,0.214092,-0.214092
12/09/2025 - 06:11:41,HYPE,Open Short,56.774,5,283.87,0.127741,-0.127741
12/09/2025 - 10:21:47,SOL,Open Short,237.77,2,475.54,0.213993,-0.213993
12/09/2025 - 21:07:46,XRP,Open Short,3.0939,300,928.1700000000001,0.417675,-0.417675
12/09/2025 - 21:08:04,XRP,Open Short,3.098,100,309.8,0.13941,-0.13941
12/09/2025 - 21:52:55,XRP,Open Short,3.1233,100,312.33,0.140548,-0.140548
13/09/2025 - 02:09:47,SOL,Close Short,243.74,0.68,165.74320000000003,0.074584,-15.95136
13/09/2025 - 02:09:47,XRP,Close Short,3.1133,11,34.246300000000005,0.01541,-0.15511
13/09/2025 - 02:09:47,HYPE,Close Short,55.326,0.79,43.70754,0.019668,0.42115199999999997
13/09/2025 - 06:41:56,HYPE,Close Short,54.9559567378,34.21,1880.043280000138,0.846017,30.902343000000002
13/09/2025 - 06:42:32,SOL,Open Short,241.71,0.68,164.36280000000002,0.073963,-0.073963
13/09/2025 - 06:43:06,XRP,Open Short,3.1044,11,34.1484,0.015366,-0.015366
13/09/2025 - 09:55:53,XRP,Open Short,3.1433,100,314.33,0.141448,-0.141448
13/09/2025 - 11:30:52,XRP,Open Short,3.1735,100,317.35,0.142807,-0.142807
14/09/2025 - 07:45:01,PUMP,Open Short,0.008324,100000,832.4,0.374579,-0.374579
14/09/2025 - 08:10:49,PUMP,Close Short,0.008245,100000,824.5000000000001,0.371024,7.528976
14/09/2025 - 08:11:13,XRP,Close Short,3.0866532468,693,2139.0507000324,0.962571,20.188311
14/09/2025 - 08:11:31,XRP,Close Short,3.0872,7,21.610400000000002,0.009724,0.200094
14/09/2025 - 17:05:26,PUMP,Open Short,0.0087759258,100000,877.5925800000001,0.394915,-0.394915
14/09/2025 - 17:25:23,PUMP,Close Short,0.008717,100000,871.7,0.392265,5.407735
14/09/2025 - 17:31:07,PUMP,Open Short,0.008744,100000,874.4,0.39348,-0.39348
14/09/2025 - 17:41:17,PUMP,Open Short,0.008865,10000,88.64999999999999,0.039892,-0.039892
14/09/2025 - 17:55:42,PUMP,Close Short,0.008692,110000,956.12,0.430254,6.499746
14/09/2025 - 18:03:47,SOL,Open Short,244.7442,5,1223.721,0.550674,-0.550674
15/09/2025 - 14:35:14,XRP,Open Short,3.0318,500,1515.9,0.682155,-0.682155
15/09/2025 - 14:39:22,HYPE,Open Short,52.843512,100,5284.3512,2.377949,-2.377949
15/09/2025 - 14:40:34,HYPE,Close Short,52.8465327,100,5284.65327,2.378093,-2.6813629999999997
15/09/2025 - 16:25:03,XRP,Close Short,3.008434,500,1504.2169999999999,0.676897,11.006103
15/09/2025 - 17:06:15,XRP,Open Short,3.0276,500,1513.8,0.68121,-0.68121
15/09/2025 - 19:21:20,XRP,Close Short,3.0001,500,1500.0500000000002,0.675021,13.074979
15/09/2025 - 22:01:49,PUMP,Open Short,0.008459,100000,845.9,0.380655,-0.380655
15/09/2025 - 22:43:46,PUMP,Open Short,0.008559,10000,85.59,0.038515,-0.038515
15/09/2025 - 22:46:37,PUMP,Open Short,0.008697,10000,86.97,0.039136,-0.039136
15/09/2025 - 23:14:04,PUMP,Open Short,0.008739,10000,87.39,0.039325,-0.039325
15/09/2025 - 23:14:52,PUMP,Open Short,0.008737,10000,87.37,0.039316,-0.039316
15/09/2025 - 23:14:59,PUMP,Open Short,0.008723,10000,87.23,0.039253,-0.039253
16/09/2025 - 04:21:06,PUMP,Close Short,0.008284,150000,1242.6,0.559169,37.240831
17/09/2025 - 19:05:57,XRP,Open Short,3.058,500,1529,0.68805,-0.68805
17/09/2025 - 19:07:06,XRP,Close Short,3.0455,500,1522.75,0.685237,5.564763
17/09/2025 - 21:13:58,XRP,Open Short,3.0476,500,1523.8,0.685709,-0.685709
17/09/2025 - 21:51:50,XRP,Close Short,3.0289,500,1514.45,0.681502,8.668498
17/09/2025 - 22:52:34,HYPE,Open Short,56.875087,10,568.75087,0.255936,-0.255936
18/09/2025 - 02:35:58,HYPE,Open Short,59,10,590,0.088499,-0.088499
18/09/2025 - 04:31:08,HYPE,Open Short,59.236,10,592.36,0.266562,-0.266562
18/09/2025 - 04:31:42,XRP,Open Short,3.1054236,500,1552.7118,0.698719,-0.698719
18/09/2025 - 07:02:28,XRP,Close Short,3.0757,500,1537.85,0.692032,14.169468
18/09/2025 - 09:12:57,HYPE,Close Short,58.33536,30,1750.0608,0.787527,0.26067300000000004
18/09/2025 - 09:38:31,BNB,Open Short,1004.6,1,1004.6,0.45207,-0.45207
18/09/2025 - 09:45:03,BNB,Close Short,1000,1,1000,0.15,4.449999999999999
18/09/2025 - 09:45:34,SOL,Open Short,246.5,5,1232.5,0.554625,-0.554625
18/09/2025 - 12:31:58,XRP,Open Short,3.1342,500,1567.1,0.705194,-0.705194
18/09/2025 - 12:51:16,XRP,Close Short,3.1344,500,1567.1999999999998,0.70524,-0.80524
18/09/2025 - 13:01:01,XRP,Open Short,3.1392,500,1569.6000000000001,0.70632,-0.70632
18/09/2025 - 14:21:42,XRP,Close Short,3.1245,500,1562.25,0.703011,6.646989
18/09/2025 - 21:29:07,HYPE,Open Short,58.708,20,1174.1599999999999,0.528371,-0.528371
18/09/2025 - 22:24:11,HYPE,Close Short,58.002,20,1160.04,0.522018,13.597982
19/09/2025 - 10:46:22,SOL,Close Short,242.89,5,1214.4499999999998,0.546502,-79.68750200000001
